x [mm];y [mm];Velocity u [m/s];Velocity v [m/s];Reynolds stress Rxx [(m/s)^2];Reynolds stress Rxy [(m/s)^2];Reynolds stress Ryy [(m/s)^2];Uncertainty V [m/s]
15.1423;-38.9063;-0.0448867;-0.030968;0.0113608;-0.00663258;0.00927538;0.00829381
15.4994;-38.9063;-0.116652;-0.0541272;0.036496;-0.023247;0.0271047;0.0145603
15.8565;-38.9063;-0.123853;0.0301327;0.0726852;-0.0506079;0.0499796;0.0202208
16.2136;-38.9063;-0.143814;0.135069;0.105929;-0.0724564;0.0720012;0.0243536
16.5707;-38.9063;-0.193382;0.219792;0.129631;-0.0884027;0.0930848;0.0272468
16.9279;-38.9063;-0.25528;0.289819;0.145765;-0.0997654;0.115913;0.0295341
17.285;-38.9063;-0.312611;0.350636;0.159406;-0.110746;0.146633;0.0319395
17.6421;-38.9063;-0.355376;0.406132;0.171951;-0.122448;0.184825;0.0344856
17.9992;-38.9063;-0.384296;0.455009;0.178356;-0.127607;0.212537;0.0360968
18.3563;-38.9063;-0.404874;0.492102;0.179127;-0.124036;0.223273;0.0366242
18.7135;-38.9063;-0.418327;0.512656;0.179474;-0.113967;0.225096;0.0367228
19.0706;-38.9063;-0.426993;0.517241;0.17814;-0.0970331;0.220172;0.0364377
19.4277;-38.9063;-0.436055;0.511057;0.174906;-0.0796328;0.213307;0.0359728
19.7848;-38.9063;-0.450583;0.503715;0.172359;-0.0665332;0.213452;0.0358614
20.1419;-38.9063;-0.463264;0.500306;0.171725;-0.0570667;0.217076;0.036
20.499;-38.9063;-0.471158;0.495105;0.174573;-0.0481056;0.212046;0.0358989
20.8562;-38.9063;-0.479048;0.482932;0.179507;-0.0374694;0.201022;0.035615
21.2133;-38.9063;-0.489989;0.472841;0.183194;-0.0271896;0.193848;0.0354515
21.5704;-38.9063;-0.500861;0.467196;0.185269;-0.0225241;0.185717;0.0351656
21.9275;-38.9063;-0.50682;0.463436;0.192379;-0.0253289;0.179042;0.0351862
22.2846;-38.9063;-0.50947;0.457991;0.20041;-0.0263534;0.168427;0.0350636
22.6418;-38.9063;-0.515817;0.455604;0.207089;-0.0246635;0.162754;0.0351114
22.9989;-38.9063;-0.528397;0.45204;0.211473;-0.0198101;0.165325;0.03544
23.356;-38.9063;-0.538013;0.439366;0.216961;-0.0146624;0.172937;0.0360508
23.7131;-38.9063;-0.54557;0.424579;0.222346;-0.0104594;0.170236;0.0361747
24.0702;-38.9063;-0.557986;0.415698;0.229285;-0.00930468;0.161942;0.0361122
24.4273;-38.9063;-0.575864;0.415856;0.240077;-0.0118454;0.159843;0.0365112
24.7845;-38.9063;-0.594711;0.419948;0.252045;-0.0168735;0.167788;0.0374091
25.1416;-38.9063;-0.614664;0.4251;0.261406;-0.0172961;0.177355;0.0382431
25.4987;-38.9063;-0.634705;0.427096;0.267358;-0.0188235;0.180665;0.0386447
25.8558;-38.9063;-0.649753;0.424063;0.272731;-0.0224704;0.182903;0.0389715
26.2129;-38.9063;-0.654695;0.419524;0.274118;-0.0224227;0.18192;0.0389888
26.5701;-38.9063;-0.655677;0.419095;0.272909;-0.0227871;0.181041;0.0388994
26.9272;-38.9063;-0.659628;0.41448;0.271928;-0.0240624;0.185265;0.0390381
27.2843;-38.9063;-0.668554;0.409274;0.273365;-0.0230387;0.192938;0.0394251
27.6414;-38.9063;-0.683978;0.404064;0.279327;-0.017081;0.198066;0.0398912
27.9985;-38.9063;-0.701557;0.401286;0.28714;-0.00865066;0.208276;0.0406372
28.3556;-38.9063;-0.7185;0.398197;0.300454;-0.00159085;0.221865;0.041726
28.7128;-38.9063;-0.730678;0.396109;0.315887;0.00145961;0.230486;0.042676
29.0699;-38.9063;-0.739402;0.396514;0.331801;0.00140736;0.230123;0.0432791
29.427;-38.9063;-0.74805;0.395328;0.343415;0.0054917;0.226654;0.0435916
29.7841;-38.9063;-0.755335;0.397775;0.349975;0.0100558;0.226428;0.0438331
30.1412;-38.9063;-0.757979;0.403225;0.351442;0.0096228;0.224842;0.0438286
30.4984;-38.9063;-0.769723;0.407921;0.349318;0.00839388;0.225513;0.0437733
30.8555;-38.9063;-0.79114;0.406207;0.351277;0.00870823;0.2295;0.0439991
31.2126;-38.9063;-0.809024;0.407781;0.347589;0.0053958;0.226095;0.0437296
31.5697;-38.9063;-0.825125;0.409922;0.349207;0.000462025;0.218933;0.0435178
31.9268;-38.9063;-0.84181;0.406702;0.351377;-0.00394946;0.219945;0.0437124
32.284;-38.9063;-0.854648;0.396645;0.361038;-0.0080677;0.227779;0.0443027
32.6411;-38.9063;-0.873019;0.39218;0.373081;-0.00976222;0.242621;0.0453028
32.9982;-38.9063;-0.890345;0.392541;0.379922;-0.011406;0.255704;0.0460299
33.3553;-38.9063;-0.902705;0.392016;0.38516;-0.0134149;0.258547;0.0463216
33.7124;-38.9063;-0.912362;0.394823;0.387627;-0.0178259;0.26011;0.0464663
34.0695;-38.9063;-0.923526;0.398397;0.39022;-0.0192222;0.258263;0.0464931
34.4267;-38.9063;-0.937304;0.402058;0.39532;-0.0235986;0.260002;0.0467376
34.7838;-38.9063;-0.953654;0.404171;0.400671;-0.0322326;0.25807;0.0468594
35.1409;-38.9063;-0.976491;0.408127;0.405225;-0.0428245;0.259467;0.0470706
35.498;-38.9063;-0.998292;0.41516;0.413207;-0.0510173;0.263624;0.0474985
35.8551;-38.9063;-1.017;0.420395;0.41884;-0.0525973;0.259777;0.0475611
36.2123;-38.9063;-1.03704;0.422158;0.425204;-0.051628;0.247799;0.047364
36.5694;-38.9063;-1.06237;0.417727;0.433431;-0.0505667;0.244063;0.0475217
36.9265;-38.9063;-1.08631;0.415763;0.440955;-0.0569998;0.246985;0.0478867
37.2836;-38.9063;-1.10527;0.413615;0.445132;-0.0633353;0.247271;0.0480418
37.6407;-38.9063;-1.12325;0.407579;0.44902;-0.0656892;0.247065;0.0481693
37.9978;-38.9063;-1.14249;0.406222;0.453997;-0.0662239;0.251931;0.0485087
38.355;-38.9063;-1.15774;0.412812;0.454701;-0.0666637;0.251121;0.0485051
38.7121;-38.9063;-1.16446;0.420869;0.45501;-0.0674662;0.24143;0.0481816
39.0692;-38.9063;-1.16932;0.421896;0.457857;-0.0650552;0.234997;0.0480574
39.4263;-38.9063;-1.18276;0.413702;0.466127;-0.0634123;0.237998;0.0484467
39.7834;-38.9063;-1.19749;0.404138;0.477618;-0.0700531;0.246214;0.04912
40.1406;-38.9063;-1.20878;0.39354;0.488598;-0.0752723;0.261902;0.0500167
40.4977;-38.9063;-1.22356;0.387335;0.500741;-0.0822185;0.276473;0.050899
40.8548;-38.9063;-1.2361;0.387976;0.508295;-0.0877233;0.279604;0.0512477
41.2119;-38.9063;-1.24596;0.394507;0.508098;-0.0868843;0.27663;0.0511445
41.569;-38.9063;-1.25301;0.394683;0.50398;-0.0845907;0.266822;0.0506887
41.9261;-38.9063;-1.25985;0.383876;0.495409;-0.0837556;0.262463;0.0502617
42.2833;-38.9063;-1.26481;0.3769;0.487582;-0.0773891;0.264419;0.0500667
42.6404;-38.9063;-1.27254;0.382817;0.481513;-0.0651595;0.263292;0.0498266
42.9975;-38.9063;-1.28429;0.394175;0.487888;-0.0658891;0.264203;0.0500697
43.3546;-38.9063;-1.29837;0.402239;0.494207;-0.0687904;0.283722;0.0509225
43.7117;-38.9063;-1.31258;0.402292;0.505128;-0.0657253;0.307253;0.0520378
44.0689;-38.9063;-1.33128;0.398016;0.513747;-0.0619231;0.323499;0.0528282
44.426;-38.9063;-1.35347;0.393489;0.520805;-0.060319;0.327253;0.0531682
44.7831;-38.9063;-1.381;0.390545;0.524354;-0.0640537;0.330717;0.0533876
45.1402;-38.9063;-1.40743;0.383547;0.523109;-0.070463;0.335569;0.0535001
45.4973;-38.9063;-1.43725;0.375627;0.53286;-0.0793752;0.332031;0.053783
45.8545;-38.9063;-1.46151;0.390583;0.562209;-0.0930064;0.338288;0.0552497
-44.8536;-39.2634;3.01355;0.681135;0.00172048;4.72934e-05;0.00220251;0.00361616
-44.4965;-39.2634;3.0072;0.691149;0.000866845;-3.17125e-05;0.000939333;0.00245369
-44.1394;-39.2634;3.00347;0.699386;0.000864127;-1.55831e-05;0.000899552;0.00242465
-43.7823;-39.2634;2.9978;0.709397;0.0010676;6.31582e-05;0.000827427;0.00251332
-43.4251;-39.2634;2.99006;0.71915;0.00121366;2.47965e-05;0.000871675;0.0026365
-43.068;-39.2634;2.98002;0.729024;0.00108028;-3.24741e-05;0.000862807;0.00254498
-42.7109;-39.2634;2.96812;0.738184;0.000811393;-1.02431e-05;0.000872036;0.00236885
-42.3538;-39.2634;2.95543;0.750889;0.000754178;7.21095e-06;0.000914031;0.00235811
-41.9967;-39.2634;2.94645;0.764466;0.000668238;8.0082e-05;0.00098869;0.00235013
-41.6396;-39.2634;2.93856;0.773835;0.000676604;5.28224e-05;0.000921159;0.00230779
-41.2824;-39.2634;2.92868;0.778489;0.000633556;-1.97615e-05;0.000853915;0.00222671
-40.9253;-39.2634;2.9198;0.784283;0.000660447;-1.32484e-05;0.000783708;0.00219405
-40.5682;-39.2634;2.91221;0.793329;0.000648052;6.17897e-05;0.000836902;0.00222483
-40.2111;-39.2634;2.9036;0.806134;0.000580786;6.75972e-05;0.000855581;0.00218813
-39.854;-39.2634;2.89527;0.822343;0.000509418;4.98907e-05;0.000777004;0.00207077
-39.4968;-39.2634;2.88917;0.840676;0.000445134;5.799e-05;0.000868891;0.00209287
-39.1397;-39.2634;2.88266;0.860678;0.000419986;9.56524e-05;0.000937558;0.00212724
-38.7826;-39.2634;2.8757;0.880632;0.000460344;0.000100827;0.000954204;0.00217144
-38.4255;-39.2634;2.87026;0.899062;0.000475978;0.000108919;0.00121831;0.00237647
-38.0684;-39.2634;2.86374;0.917346;0.000666489;3.98525e-05;0.00157405;0.00273285
-37.7113;-39.2634;2.85432;0.936262;0.000746394;1.82149e-05;0.00198192;0.00301569
-37.3541;-39.2634;2.8443;0.954205;0.000717944;0.000202309;0.00280845;0.0034285
-36.997;-39.2634;2.83805;0.970463;0.000858905;0.000328896;0.00387896;0.00397403
-36.6399;-39.2634;2.83223;0.991116;0.00103886;0.000154834;0.00486268;0.00443529
-36.2828;-39.2634;2.82488;1.0126;0.00113673;-0.000333048;0.00648915;0.00504179
-35.9257;-39.2634;2.81735;1.03357;0.00122852;-0.000919898;0.00702824;0.00524619
-35.5685;-39.2634;2.80583;1.05738;0.00146286;-0.00118488;0.00721489;0.00537827
-35.2114;-39.2634;2.79067;1.08656;0.00201284;-0.00196037;0.00686828;0.00544093
-34.8543;-39.2634;2.77277;1.11036;0.00320026;-0.00316236;0.00673747;0.0057555
-34.4972;-39.2634;2.75108;1.13621;0.00392492;-0.00347004;0.00615759;0.00579727
-34.1401;-39.2634;2.72891;1.16814;0.00437414;-0.00320598;0.00454255;0.00545182
-33.783;-39.2634;2.71562;1.2006;0.00387251;-0.00224817;0.00307935;0.00481382
-33.4258;-39.2634;2.71223;1.22886;0.00261582;-0.00147136;0.00252588;0.00413993
-33.0687;-39.2634;2.72024;1.25126;0.00211785;-0.00114593;0.00246565;0.00390875
-32.7116;-39.2634;2.72916;1.27499;0.00191595;-0.000941232;0.00234678;0.00376949
-32.3545;-39.2634;2.73576;1.29941;0.00168484;-0.00056369;0.00204657;0.00352676
-31.9974;-39.2634;2.73701;1.32613;0.00159603;-0.000185122;0.00186496;0.00339656
-31.6402;-39.2634;2.73285;1.35074;0.00158065;-1.10227e-05;0.00168882;0.00330124
-31.2831;-39.2634;2.73156;1.37546;0.00165432;-9.17931e-06;0.00138398;0.0031824
-30.926;-39.2634;2.73411;1.39584;0.00173703;5.87301e-05;0.000956438;0.00299637
-30.5689;-39.2634;2.73677;1.41717;0.00176607;0.00013007;0.000668312;0.00284861
-30.2118;-39.2634;2.73613;1.43919;0.00192798;6.81401e-05;0.000582062;0.00289254
-29.8546;-39.2634;2.73458;1.46123;0.00227965;0.000110547;0.000617284;0.00310748
-29.4975;-39.2634;2.734;1.48341;0.00241629;9.77022e-05;0.000787641;0.00326799
-29.1404;-39.2634;2.73429;1.50775;0.00224498;7.13565e-05;0.00128625;0.00343086
-28.7833;-39.2634;2.73608;1.53569;0.00235611;0.00024614;0.00195456;0.00379063
-28.4262;-39.2634;2.73778;1.56336;0.00218902;0.000214125;0.00257708;0.00398585
-28.0691;-39.2634;2.74206;1.5901;0.00199344;0.000418358;0.00354382;0.00429622
-27.7119;-39.2634;2.7467;1.62387;0.00215128;0.000795242;0.00581325;0.00515252
-27.3548;-39.2634;2.74717;1.6643;0.00283522;0.000877233;0.00707354;0.00574711
-26.9977;-39.2634;2.75055;1.70459;0.00285611;0.000474698;0.00824808;0.00608391
-26.6406;-39.2634;2.75559;1.73579;0.00231283;0.00100048;0.00990101;0.00638066
-26.2835;-39.2634;2.75918;1.76811;0.00213399;0.00140559;0.0088899;0.00606187
-25.9263;-39.2634;2.76637;1.81302;0.00214775;0.00164456;0.00898467;0.00609164
-25.5692;-39.2634;2.77996;1.87258;0.00188725;0.00131913;0.00901855;0.00602932
-25.2121;-39.2634;2.78941;1.92116;0.00174389;0.000745414;0.00727463;0.00548286
-24.855;-39.2634;2.79633;1.95844;0.00137022;0.000360837;0.00575027;0.00487186
-24.4979;-39.2634;2.80553;1.99162;0.00115626;0.000344213;0.00451792;0.00434901
-24.1408;-39.2634;2.81887;2.02882;0.00110305;0.000501451;0.00355585;0.00394077
-23.7836;-39.2634;2.83277;2.06162;0.00111075;0.000666905;0.00242206;0.00343162
-23.4265;-39.2634;2.84622;2.09376;0.00107714;0.000573824;0.00185536;0.0031265
-23.0694;-39.2634;2.86138;2.12688;0.000938817;0.000429327;0.00108228;0.00259557
-22.7123;-39.2634;2.87646;2.15807;0.000917297;0.000389403;0.000682829;0.00230949
-22.3552;-39.2634;2.89077;2.19084;0.000975612;0.000341195;0.000653193;0.0023301
-21.998;-39.2634;2.90899;2.22511;0.00104634;0.000344734;0.00104297;0.00263901
-21.6409;-39.2634;2.93108;2.26266;0.00132907;0.000416365;0.00178895;0.00322388
-21.2838;-39.2634;2.95859;2.30235;0.00196016;0.00041065;0.00297063;0.00405413
-20.9267;-39.2634;2.98612;2.34014;0.00237686;0.000165799;0.0044506;0.00477056
-20.5696;-39.2634;3.01313;2.37706;0.00284894;-4.95607e-05;0.00542474;0.00525157
-20.2125;-39.2634;3.04221;2.41609;0.00376265;-0.000222189;0.00633449;0.00580148
-19.8553;-39.2634;3.0765;2.46386;0.00421488;0.000296374;0.00701485;0.00611821
-19.4982;-39.2634;3.11714;2.50832;0.00472342;0.000113447;0.00860876;0.00666638
-19.1411;-39.2634;3.16317;2.54539;0.00532175;-0.000144961;0.00825932;0.00672832
-18.784;-39.2634;3.20793;2.57897;0.00582701;0.000513668;0.00759314;0.00668834
-18.4269;-39.2634;3.24601;2.61329;0.00611609;0.000671737;0.00832889;0.00693901
-18.0697;-39.2634;3.2872;2.6517;0.00616156;0.000863164;0.00676864;0.00656511
-17.7126;-39.2634;3.34581;2.69832;0.00631248;0.00185278;0.00558491;0.00629746
-17.3555;-39.2634;3.40471;2.73224;0.00719505;0.00386159;0.00706317;0.00689401
-16.9984;-39.2634;3.51623;2.81201;0.00959458;0.00694136;0.00958316;0.00799536
-16.6413;-39.2634;3.58831;2.85625;0.0128953;0.0100593;0.0114309;0.00903502
-16.2842;-39.2634;3.53739;2.77439;0.0502776;0.0424979;0.0395281;0.0178454
-15.927;-39.2634;3.41814;2.57651;0.205927;0.168364;0.146116;0.0347817
-15.5699;-39.2634;2.6638;1.92123;0.470728;0.383006;0.322489;0.0515063
-15.2128;-39.2634;1.25194;0.970071;0.339137;0.247621;0.184781;0.0417899
-14.8557;-39.2634;0.388734;0.381012;0.103649;0.0746424;0.0549641;0.0230321
-14.4986;-39.2634;-0.0883964;-0.0035528;0.0333039;0.0212531;0.0159086;0.0128079
-14.1414;-39.2634;-0.255531;-0.199936;0.0200635;0.0127238;0.0112471;0.0103023
-13.7843;-39.2634;-0.135468;-0.158643;0.020536;0.0118911;0.0111373;0.0102751
-13.4272;-39.2634;-0.0115337;-0.110958;0.0208936;0.0105491;0.0111725;0.0103386
-13.0701;-39.2634;0.0527476;-0.0701812;0.0154747;0.00748861;0.00849004;0.00893771
-12.713;-39.2634;0.0663112;-0.0251458;0.00568246;0.00247333;0.00406201;0.00569926
-12.3558;-39.2634;0.0350643;0.0289037;0.00379456;-0.000176519;0.00296241;0.00474587
-11.9987;-39.2634;0.0171188;0.00579036;0.00494531;-7.06706e-05;0.00430465;0.00555277
-11.6416;-39.2634;0.00330107;-0.00620305;0.00426028;0.000236804;0.00458607;0.00543027
-11.2845;-39.2634;0.00128;0.00195566;0.00429263;-2.55255e-06;0.00478728;0.00550149
-10.9274;-39.2634;0.0105026;-0.00242201;0.00742392;-0.000828967;0.00618073;0.00673415
-10.5703;-39.2634;0.0193196;-0.0116271;0.010846;-0.00270009;0.0107045;0.00847555
-10.2131;-39.2634;0.0124398;0.00217952;0.0130076;-0.00353574;0.0149698;0.00965701
-9.85602;-39.2634;0.0211266;0.0176105;0.0193357;-0.00334972;0.0193614;0.0113954
-9.4989;-39.2634;0.0103674;0.00635967;0.0239816;-0.00367498;0.0239926;0.0127959
-9.14178;-39.2634;-0.027923;0.0123503;0.0464591;0.00708772;0.0349991;0.0172108
-8.78466;-39.2634;-0.0153525;0.0148325;0.0517386;-0.00145132;0.0431612;0.0187478
-8.42755;-39.2634;0.0158575;0.0125591;0.248501;0.0238698;0.239875;0.0430923
-8.07043;-39.2634;0.0508647;0.0335511;0.1534;-0.000392044;0.121258;0.0330796
-7.71331;-39.2634;0.0513102;-0.0187504;0.284149;0.0165987;0.209147;0.0454313
-7.35619;-39.2634;0.0216243;0.00133284;0.283843;-0.0744178;0.308166;0.0528441
-6.99907;-39.2634;0.035083;-0.0526119;0.429485;-0.0256418;0.297278;0.0570879
-6.64195;-39.2634;0.00535794;0.0129918;0.620343;-0.0514578;0.432107;0.0691655
-6.28484;-39.2634;-0.000491382;-0.0843067;0.802119;0.060408;0.369263;0.071835
-5.92772;-39.2634;0.0391995;-0.104194;0.749391;0.061953;0.455142;0.0762824
-5.5706;-39.2634;0.0422177;-0.0387292;0.843861;0.0657349;0.678273;0.0865921
-5.21348;-39.2634;-0.103051;-0.0611104;1.22289;0.0529133;1.0386;0.111166
-4.85636;-39.2634;0.07082;-0.0220087;1.23677;-0.128264;1.19758;0.110051
-4.49924;-39.2634;-0.102191;-0.00638278;1.07596;0.0988305;1.41078;0.107797
-4.14212;-39.2634;0.0843533;0.0311132;1.5953;0.230296;1.71565;0.132008
-3.78501;-39.2634;-0.0211248;-0.0466803;1.36655;-0.0755907;1.4367;0.121466
-3.42789;-39.2634;0.057077;-0.101487;1.55481;-0.0778937;1.83419;0.139161
-3.07077;-39.2634;0.0929438;-0.140488;2.44566;0.0802055;1.47493;0.152764
-2.71365;-39.2634;0.0894432;-0.0661635;2.22355;-0.0620274;1.21307;0.126136
-2.35653;-39.2634;-0.0298819;0.0200365;1.99901;-0.234202;1.28923;0.124836
-1.99941;-39.2634;0.191291;0.0429149;1.10806;0.316225;1.24723;0.107714
-1.6423;-39.2634;-0.00552253;-0.0693338;1.77911;0.192028;1.29723;0.117983
-1.28518;-39.2634;-0.0371685;-0.0464321;1.69866;0.137952;1.11629;0.113116
-0.928059;-39.2634;-0.032934;0.0110033;2.05963;0.371067;1.57974;0.134896
-0.570941;-39.2634;0.0118199;0.148697;2.4275;-0.032139;1.84589;0.143682
-0.213822;-39.2634;-0.0288193;-0.027313;2.46595;0.19777;1.74291;0.141909
0.143296;-39.2634;-0.0508576;-0.0711766;2.48965;0.107638;1.2118;0.130604
0.500414;-39.2634;0.0530233;0.0268195;2.754;-0.0266255;1.584;0.139787
0.857533;-39.2634;-0.0085925;-0.00610432;2.55668;0.234398;2.04753;0.152491
1.21465;-39.2634;0.089942;0.0937585;2.34618;-0.0158789;1.44538;0.129525
1.57177;-39.2634;-0.0105845;-0.110128;1.91241;-0.171109;1.70882;0.121575
1.92889;-39.2634;0.0946994;-0.143519;2.64032;0.054523;1.82201;0.140516
2.28601;-39.2634;-0.0246855;0.0660712;2.72196;0.583967;2.07544;0.149726
2.64312;-39.2634;-0.0817383;-0.125356;1.70409;0.215258;2.13417;0.137168
3.00024;-39.2634;-0.0103203;-0.0173891;2.44881;-0.0502414;1.96247;0.144249
3.35736;-39.2634;-0.0130411;-0.102068;2.27127;0.0806296;1.68582;0.142089
3.71448;-39.2634;0.0105908;0.00952295;2.21306;-0.178504;1.8905;0.137199
4.0716;-39.2634;0.147567;0.116897;3.10832;0.101335;1.74731;0.144359
4.42872;-39.2634;-0.0296438;0.12453;3.9646;-0.0994613;2.16478;0.172915
4.78584;-39.2634;0.0509994;-0.0678191;2.82345;-0.288292;2.28;0.153356
5.14295;-39.2634;-0.0676288;0.217827;3.04439;-0.465979;2.61746;0.157931
5.50007;-39.2634;-0.28552;0.0219393;3.21824;-0.0327861;2.57326;0.165283
5.85719;-39.2634;-0.0380264;0.0345367;3.00255;0.17886;2.97887;0.164889
6.21431;-39.2634;-0.267775;-0.073107;2.53972;0.103545;3.15589;0.151546
6.57143;-39.2634;-0.23998;-0.013596;3.05135;-0.230344;3.32724;0.167629
6.92855;-39.2634;-0.120196;-0.0665106;3.70239;0.360185;3.62925;0.17893
7.28566;-39.2634;-0.119229;0.00510949;4.45878;0.431517;4.14939;0.201506
7.64278;-39.2634;0.170929;0.0194825;4.69671;-0.131345;2.76831;0.181744
7.9999;-39.2634;0.168283;0.122797;4.98802;-0.216171;3.75663;0.200743
8.35702;-39.2634;-0.0796497;-0.00498086;4.7589;-0.0125843;4.18427;0.203009
8.71414;-39.2634;-0.0960595;-0.018676;4.88962;-0.285914;3.66195;0.194954
9.07126;-39.2634;-0.431017;0.192097;5.09623;0.224156;3.38765;0.192899
9.42837;-39.2634;-0.067428;-6.41915e-05;4.59885;-0.101877;3.29041;0.192004
9.78549;-39.2634;0.086611;-0.0113561;3.81272;-0.233322;2.96668;0.194612
10.1426;-39.2634;0.0633039;0.0869549;1.56324;0.0333897;1.10893;0.114171
10.4997;-39.2634;-0.0620363;0.0125852;0.886255;0.0267055;0.588246;0.0839942
10.8568;-39.2634;-0.0123626;-0.0188968;0.872229;0.083127;0.31495;0.0826007
11.214;-39.2634;0.00336056;-0.143758;0.511598;0.00983879;0.172039;0.0607893
11.5711;-39.2634;-0.0698054;-0.136988;0.226712;0.0237557;0.130757;0.0391689
11.9282;-39.2634;-0.119966;-0.161649;0.0875343;0.00777726;0.073724;0.0236627
12.2853;-39.2634;-0.0733142;-0.13448;0.0284189;0.00567558;0.0324596;0.0142453
12.6424;-39.2634;-0.0530115;-0.0893792;0.0177624;-0.000239278;0.0152901;0.0104964
12.9996;-39.2634;-0.0407816;-0.0204394;0.00909652;0.000607724;0.00820544;0.00760698
13.3567;-39.2634;0.0533282;0.0877298;0.00749276;0.000947496;0.00763314;0.00710068
13.7138;-39.2634;0.115996;0.178339;0.00672825;0.000852302;0.00884898;0.00720584
14.0709;-39.2634;0.129942;0.237004;0.00683366;0.00243903;0.00879047;0.00721668
14.428;-39.2634;0.0912591;0.179805;0.00550283;0.00163194;0.00542301;0.00603485
14.7852;-39.2634;0.126908;0.161259;0.00319266;0.0013;0.00330973;0.0046556
15.1423;-39.2634;0.106133;0.151124;0.00471358;0.00262886;0.0057961;0.0059188
15.4994;-39.2634;-0.031034;0.0300095;0.0103489;-0.0041284;0.00952333;0.00813885
15.8565;-39.2634;-0.129886;-0.0516491;0.0316444;-0.0203012;0.0224515;0.0134283
16.2136;-39.2634;-0.124779;0.0508954;0.067263;-0.047681;0.0454447;0.0193828
16.5707;-39.2634;-0.153603;0.159016;0.103457;-0.0745108;0.0727038;0.0242323
16.9279;-39.2634;-0.214887;0.241202;0.13164;-0.0931135;0.0977919;0.0276545
17.285;-39.2634;-0.277658;0.313927;0.151542;-0.107635;0.127792;0.0305141
17.6421;-39.2634;-0.32887;0.377963;0.167013;-0.121184;0.16624;0.0333293
17.9992;-39.2634;-0.368976;0.436278;0.177605;-0.131288;0.200894;0.0355199
18.3563;-39.2634;-0.395854;0.483355;0.183268;-0.134151;0.221972;0.0367532
18.7135;-39.2634;-0.411989;0.510637;0.182749;-0.126573;0.229558;0.0370723
19.0706;-39.2634;-0.424214;0.518287;0.181807;-0.110594;0.223035;0.0367352
19.4277;-39.2634;-0.437291;0.511771;0.181123;-0.0912988;0.211403;0.0361721
19.7848;-39.2634;-0.45237;0.506571;0.179282;-0.0738152;0.210934;0.0360655
20.1419;-39.2634;-0.465639;0.504999;0.180403;-0.0610955;0.213693;0.0362444
20.499;-39.2634;-0.474969;0.500838;0.185682;-0.0506369;0.208176;0.0362334
20.8562;-39.2634;-0.483137;0.491483;0.191362;-0.0397915;0.199052;0.0360746
21.2133;-39.2634;-0.495526;0.483252;0.193105;-0.0315165;0.194523;0.0359457
21.5704;-39.2634;-0.507687;0.477835;0.193981;-0.026877;0.185722;0.0355763
21.9275;-39.2634;-0.51171;0.470801;0.196138;-0.0256094;0.177427;0.0352876
22.2846;-39.2634;-0.51559;0.467638;0.201987;-0.024279;0.168216;0.0351285
22.6418;-39.2634;-0.522378;0.464163;0.210299;-0.0252777;0.164777;0.0353589
22.9989;-39.2634;-0.535332;0.460739;0.215179;-0.0229274;0.168115;0.0357442
23.356;-39.2634;-0.543896;0.445376;0.220568;-0.0168276;0.171529;0.0361523
23.7131;-39.2634;-0.550191;0.430254;0.227443;-0.0135741;0.168829;0.0363443
24.0702;-39.2634;-0.556305;0.4202;0.233065;-0.0118731;0.162489;0.0363113
24.4273;-39.2634;-0.568584;0.417248;0.241093;-0.0137155;0.162022;0.0366567
24.7845;-39.2634;-0.584944;0.419332;0.25542;-0.0191204;0.170756;0.0376907
25.1416;-39.2634;-0.603742;0.425192;0.265659;-0.0211365;0.179593;0.038525
25.4987;-39.2634;-0.62252;0.432271;0.267139;-0.0224605;0.182534;0.0387158
25.8558;-39.2634;-0.636412;0.432164;0.266887;-0.0258716;0.18321;0.038734
26.2129;-39.2634;-0.643943;0.428272;0.268858;-0.0255959;0.181627;0.0387507
26.5701;-39.2634;-0.647473;0.425767;0.269374;-0.0244357;0.179326;0.0386738
26.9272;-39.2634;-0.652858;0.421558;0.268339;-0.0247573;0.18363;0.0388144
27.2843;-39.2634;-0.665866;0.413999;0.273226;-0.0230394;0.192962;0.0394203
27.6414;-39.2634;-0.684486;0.405105;0.282855;-0.0153338;0.200118;0.0401237
27.9985;-39.2634;-0.703017;0.397859;0.293779;-0.00434469;0.210775;0.0410103
28.3556;-39.2634;-0.719804;0.395898;0.304871;0.0010964;0.224381;0.0420021
28.7128;-39.2634;-0.731562;0.397053;0.318021;0.00190723;0.233919;0.0428929
29.0699;-39.2634;-0.740147;0.398488;0.332269;0.00243465;0.234464;0.0434639
29.427;-39.2634;-0.749653;0.3988;0.344864;0.00570104;0.22894;0.0437342
29.7841;-39.2634;-0.757144;0.401192;0.349801;0.00999564;0.230418;0.043978
30.1412;-39.2634;-0.761367;0.40835;0.348273;0.00622336;0.230871;0.0439372
30.4984;-39.2634;-0.772919;0.413053;0.345262;0.00119763;0.229202;0.0437593
30.8555;-39.2634;-0.790739;0.410578;0.342279;0.000853931;0.226919;0.0435583
31.2126;-39.2634;-0.809803;0.404744;0.338624;-0.00189527;0.220683;0.0431782
31.5697;-39.2634;-0.827301;0.404384;0.338485;-0.00305127;0.21594;0.0429894
31.9268;-39.2634;-0.842258;0.401566;0.340678;-0.00498835;0.213924;0.0429962
32.284;-39.2634;-0.853685;0.393472;0.350794;-0.00634001;0.220277;0.0436299
