x,y,rho,u,v,p,uu,vv,ww,_uv,
-0.31575793,0.86809021,0.99690413,1.0866268,0.30155993,0.99585873,1.19E-05,2.14E-07,2.74E-12,1.80E-06,
-0.29393429,0.86809021,0.99685001,1.0894787,0.30032894,0.99577159,1.70E-05,1.23E-06,3.08E-12,-4.47E-06,
-0.27211064,0.86809021,0.99678141,1.0923405,0.29894465,0.99568927,0,2.12E-07,3.41E-12,5.02E-06,
-0.250287,0.86809021,0.99673063,1.0951518,0.29739058,0.99560499,2.19E-05,6.25E-07,3.70E-12,-3.88E-06,
-0.22846334,0.86809021,0.99666762,1.0979652,0.29567826,0.99552399,6.28E-06,4.17E-07,3.89E-12,2.37E-07,
-0.20663969,0.86809021,0.99661636,1.1007316,0.29379869,0.99544626,2.54E-06,3.25E-07,4.00E-12,1.26E-06,
-0.18481605,0.86809021,0.99655336,1.1034619,0.29175586,0.99536937,9.46E-08,2.12E-07,4.20E-12,2.98E-06,
-0.16299239,0.86809021,0.99650311,1.106228,0.28963339,0.99528837,3.03E-06,1.18E-07,4.65E-12,3.19E-06,
-0.14116874,0.86809021,0.99645466,1.1089919,0.28738767,0.99521095,2.08E-05,1.57E-07,5.19E-12,7.34E-07,
-0.11934509,0.86809021,0.99639869,1.1116983,0.28496519,0.99515051,0,2.38E-07,5.66E-12,3.62E-06,
-0.097521447,0.86809021,0.99635303,1.114303,0.28237414,0.99507695,1.56E-07,4.94E-08,6.15E-12,2.55E-06,
-0.075697795,0.86809021,0.99631,1.116801,0.27961487,0.99500763,2.34E-06,1.06E-06,6.81E-12,1.13E-06,
-0.053874146,0.86809021,0.9962641,1.119187,0.27669957,0.9949609,3.69E-06,1.06E-07,7.66E-12,1.46E-06,
-0.032050498,0.86809021,0.99622446,1.1214585,0.27362761,0.99489796,2.55E-06,2.66E-07,8.57E-12,1.80E-06,
-0.01022685,0.86809021,0.99619949,1.1235888,0.27040786,0.99485987,2.74E-06,9.47E-07,9.41E-12,-8.67E-07,
0.011596798,0.86809021,0.99617171,1.1255727,0.26705503,0.99481297,1.33E-05,8.19E-07,1.00E-11,-2.89E-06,
0.033420447,0.86809021,0.99614781,1.1274087,0.26357403,0.99477768,1.74E-05,6.01E-07,1.02E-11,-3.36E-06,
0.055244096,0.86809021,0.99612015,1.1290987,0.2599785,0.99475056,1.72E-07,2.50E-08,9.71E-12,5.11E-06,
0.077067748,0.86809021,0.9961046,1.130591,0.25627387,0.99473065,1.25E-05,2.34E-07,8.89E-12,2.29E-07,
0.098891392,0.86809021,0.99609292,1.1319226,0.2524763,0.99471486,7.98E-06,3.84E-07,8.04E-12,1.56E-06,
0.12071504,0.86809021,0.99608594,1.1330632,0.24859546,0.99470228,1.11E-05,6.75E-07,7.76E-12,-5.57E-07,
0.1425387,0.86809021,0.99607879,1.1340303,0.24465236,0.99469846,1.40E-06,1.12E-07,8.56E-12,6.34E-06,
0.16436234,0.86809021,0.99609149,1.1347778,0.24064721,0.99469632,4.17E-06,7.47E-07,1.02E-11,-1.18E-06,
0.18618599,0.86809021,0.99609917,1.135332,0.23660462,0.99471569,2.83E-05,1.03E-06,1.21E-11,-4.12E-06,
0.20800963,0.86809021,0.9961037,1.1357143,0.23253877,0.99472493,0,2.42E-08,1.40E-11,5.43E-06,
0.22983329,0.86809021,0.99611998,1.1358654,0.22845729,0.9947558,6.91E-06,5.29E-08,1.54E-11,2.54E-06,
0.25165692,0.86809021,0.99615264,1.1358243,0.224371,0.994789,1.73E-05,7.76E-07,1.61E-11,-1.52E-06,
0.27348059,0.86809021,0.99617177,1.1356061,0.22030291,0.99481201,1.17E-06,0,1.63E-11,-3.67E-07,
0.29530424,0.86809021,0.99621063,1.1351601,0.21626072,0.99485201,1.47E-05,1.89E-07,1.59E-11,-2.89E-06,
0.31712788,0.86809021,0.99623746,1.1345557,0.21226017,0.99491459,1.87E-06,8.98E-08,1.50E-11,4.42E-06,
0.33895153,0.86809021,0.99627966,1.133747,0.20830861,0.9949677,1.22E-06,2.38E-07,1.39E-11,1.54E-06,
0.36077517,0.86809021,0.99633169,1.1327413,0.20442075,0.99502158,1.07E-05,6.66E-07,1.28E-11,-1.29E-06,
0.38259882,0.86809021,0.9963786,1.1315725,0.20060825,0.9950965,2.45E-05,4.36E-07,1.23E-11,-2.26E-06,
0.40442246,0.86809021,0.99642313,1.1302412,0.1968831,0.99515903,6.33E-06,8.94E-09,1.26E-11,9.99E-08,
0.42624614,0.86809021,0.99647337,1.1287595,0.19325049,0.99524146,0,0,1.34E-11,2.37E-06,
0.44806978,0.86809021,0.99653268,1.1271141,0.18972076,0.99532259,0,1.12E-07,1.42E-11,3.10E-06,
0.46989343,0.86809021,0.99659717,1.1253138,0.1863015,0.99540907,9.11E-06,2.67E-07,1.49E-11,1.11E-06,
0.49171707,0.86809021,0.99666244,1.1233865,0.18299882,0.99549407,1.52E-05,3.33E-07,1.59E-11,-1.80E-06,
0.51354074,0.86809021,0.99672502,1.1213465,0.1798223,0.99558628,1.29E-06,2.25E-08,1.66E-11,6.71E-07,
0.53536439,0.86809021,0.99678743,1.1191933,0.17677361,0.9956786,1.54E-06,4.16E-08,1.70E-11,3.60E-06,
0.55718803,0.86809021,0.9968558,1.1169235,0.17385754,0.9957695,6.05E-07,5.24E-08,1.73E-11,1.60E-06,
0.57901168,0.86809021,0.99692982,1.1145597,0.17107835,0.99586415,1.63E-06,0,1.75E-11,7.94E-07,
0.60083532,0.86809021,0.99699932,1.1121216,0.16843884,0.99596107,3.44E-07,7.14E-08,1.71E-11,1.20E-07,
0.62265897,0.86809021,0.99707764,1.1095927,0.16594002,0.99606949,1.63E-05,4.62E-08,1.62E-11,-1.91E-06,
0.64448261,0.86809021,0.9971534,1.107006,0.16358441,0.99616808,3.23E-05,3.11E-07,1.47E-11,-2.94E-06,
0.66630626,0.86809021,0.99722308,1.1043777,0.16137093,0.99626744,1.28E-05,4.88E-07,1.29E-11,-2.67E-06,
0.6881299,0.86809021,0.99729252,1.1017095,0.15930308,0.99637657,0,1.48E-07,1.11E-11,8.55E-07,
0.70995355,0.86809021,0.99736744,1.0989993,0.15737611,0.9964754,0,1.22E-08,9.61E-12,3.12E-06,
0.73177719,0.86809021,0.99744451,1.0962481,0.15558784,0.99658144,5.65E-07,2.04E-07,8.39E-12,8.72E-07,
0.75360084,0.86809021,0.99751854,1.093485,0.15393868,0.99668056,1.15E-05,1.64E-07,7.52E-12,1.29E-07,
0.77542448,0.86809021,0.99758673,1.0907143,0.15242773,0.9967863,2.24E-06,2.05E-08,6.93E-12,1.78E-06,
0.79724813,0.86809021,0.99766892,1.0879233,0.15104836,0.99689513,1.67E-05,4.59E-08,6.57E-12,-1.56E-06,
0.81907183,0.86809021,0.99774218,1.0851552,0.14979783,0.99699801,9.36E-06,4.08E-07,6.36E-12,-1.22E-06,
0.84089547,0.86809021,0.99781352,1.0823903,0.14867625,0.99709308,1.18E-05,1.60E-07,6.20E-12,-7.71E-07,
0.86271912,0.86809021,0.99787986,1.0796574,0.14767653,0.99719584,0,6.61E-10,6.24E-12,1.66E-06,
0.88454276,0.86809021,0.99795657,1.0769175,0.14679232,0.99728924,1.69E-05,2.21E-07,6.44E-12,-1.94E-06,
0.90636641,0.86809021,0.99802595,1.0742189,0.14602347,0.99738091,1.35E-05,2.04E-07,6.60E-12,-1.68E-06,
0.92819005,0.86809021,0.99809045,1.0715573,0.14536455,0.99747467,1.43E-05,2.15E-08,6.61E-12,-7.97E-07,
0.9500137,0.86809021,0.99815625,1.068935,0.14480866,0.99756444,3.40E-06,1.80E-07,6.42E-12,4.15E-07,
0.97183734,0.86809021,0.99821961,1.066336,0.14435339,0.99765342,1.42E-05,1.16E-07,6.22E-12,-5.88E-07,
0.99366099,0.86809021,0.99828231,1.0638056,0.14399244,0.99774224,0,3.64E-08,6.15E-12,3.89E-07,
1.0154847,0.86809021,0.9983449,1.0613028,0.14372002,0.99782985,6.27E-06,4.00E-07,6.20E-12,-1.76E-06,
1.0373083,0.86809021,0.99840683,1.0588586,0.14353436,0.99791515,6.28E-06,2.00E-07,6.32E-12,-9.26E-07,
1.059132,0.86809021,0.99845749,1.0564698,0.14342198,0.9979952,0,6.98E-08,6.53E-12,1.33E-06,
1.0809556,0.86809021,0.99851775,1.0541126,0.14334847,0.99805886,5.39E-06,6.04E-08,6.98E-12,-3.13E-07,
1.1027793,0.86809021,0.99857545,1.0518091,0.14334637,0.9981373,1.77E-05,4.67E-07,7.50E-12,-3.54E-06,
1.1246029,0.86809021,0.99861902,1.049587,0.14341617,0.99821985,2.86E-08,2.59E-07,8.04E-12,5.20E-07,
1.1464266,0.86809021,0.99867433,1.047401,0.14354803,0.99829531,0,2.95E-07,8.54E-12,3.85E-07,
1.1682502,0.86809021,0.99871987,1.0452687,0.14374095,0.99835473,0,3.49E-09,8.99E-12,1.77E-07,
1.1900738,0.86809021,0.99877781,1.0431911,0.14398797,0.99843031,1.41E-05,1.40E-07,9.36E-12,-1.49E-06,
1.2118975,0.86809021,0.99882209,1.04119,0.14428517,0.99848413,1.81E-06,3.37E-07,9.68E-12,-5.14E-07,
1.2337211,0.86809021,0.99886048,1.0392427,0.14464827,0.99855739,8.60E-07,8.56E-08,1.00E-11,1.19E-06,
-0.33758157,0.88863295,0.99701262,1.0826991,0.29997438,0.99599808,4.04E-06,1.52E-06,2.51E-12,-1.70E-06,
-0.31575793,0.88863295,0.99694723,1.0854636,0.29892734,0.99591142,1.39E-05,0,2.82E-12,1.39E-06,
-0.29393429,0.88863295,0.99689531,1.08822,0.2977201,0.99582982,1.66E-05,1.04E-06,3.11E-12,-4.44E-06,
-0.27211064,0.88863295,0.99682832,1.0909888,0.29636851,0.99574876,1.21E-06,0,3.36E-12,6.74E-06,
-0.250287,0.88863295,0.99678338,1.0937012,0.29485258,0.99567473,1.14E-05,3.98E-07,3.54E-12,-9.77E-07,
-0.22846334,0.88863295,0.99671763,1.0964216,0.2931864,0.99559444,0,4.67E-08,3.62E-12,5.71E-06,
-0.20663969,0.88863295,0.99667597,1.0990638,0.29135567,0.99552763,2.94E-05,8.08E-07,3.67E-12,-5.96E-06,
-0.18481605,0.88863295,0.99661756,1.1016947,0.2893765,0.99545258,5.81E-06,2.14E-07,3.83E-12,3.34E-06,
-0.16299239,0.88863295,0.99657226,1.1042516,0.28723514,0.99538571,1.25E-05,7.06E-07,4.15E-12,-2.52E-06,
-0.14116874,0.88863295,0.99652803,1.1067444,0.28494471,0.99531227,2.17E-05,0,4.47E-12,-3.06E-06,
-0.11934509,0.88863295,0.99647135,1.1091962,0.28250447,0.99524581,1.32E-07,1.46E-08,4.72E-12,9.53E-06,
-0.097521447,0.88863295,0.9964391,1.1116334,0.27998421,0.99519718,4.29E-06,3.87E-07,5.13E-12,-1.82E-07,
-0.075697795,0.88863295,0.9963969,1.1140264,0.2773366,0.99512452,3.14E-06,2.31E-07,5.81E-12,-1.53E-07,
-0.053874146,0.88863295,0.99634922,1.1163138,0.2745398,0.99508077,3.52E-06,1.41E-07,6.76E-12,4.67E-06,
-0.032050498,0.88863295,0.99631333,1.1184779,0.27159432,0.99502093,4.73E-06,0,7.79E-12,3.87E-06,
-0.01022685,0.88863295,0.99628907,1.1205056,0.26850951,0.9949854,2.02E-05,2.12E-07,8.71E-12,-3.11E-06,
0.011596798,0.88863295,0.9962635,1.1224118,0.2652953,0.99494457,3.54E-06,1.07E-06,9.40E-12,-8.18E-07,
0.033420447,0.88863295,0.99623156,1.1241646,0.26196507,0.99490511,5.39E-06,0,9.62E-12,1.11E-06,
0.055244096,0.88863295,0.99621433,1.1257658,0.2585181,0.99487859,8.56E-06,2.29E-07,9.26E-12,5.83E-08,
0.077067748,0.88863295,0.99619967,1.1271996,0.25497326,0.99485904,9.10E-06,7.48E-07,8.51E-12,-1.73E-06,
0.098891392,0.88863295,0.99618816,1.1284673,0.2513386,0.99484342,1.52E-05,1.04E-06,7.71E-12,-2.17E-06,
0.12071504,0.88863295,0.99618131,1.1295615,0.24763,0.99483132,4.69E-06,3.85E-07,7.26E-12,7.38E-07,
0.1425387,0.88863295,0.9961794,1.1304685,0.24385437,0.99482763,1.92E-05,4.68E-07,7.67E-12,-6.33E-07,
0.16436234,0.88863295,0.99618566,1.1311961,0.24002399,0.99483079,3.70E-06,1.33E-06,8.94E-12,-4.92E-06,
0.18618599,0.88863295,0.99619073,1.1317348,0.23615821,0.99484456,2.42E-05,4.03E-07,1.07E-11,-1.45E-06,
0.20800963,0.88863295,0.9961971,1.1321023,0.23226511,0.99485874,0,4.98E-08,1.24E-11,5.25E-06,
0.22983329,0.88863295,0.99621511,1.1322511,0.22835593,0.99488306,8.92E-06,2.29E-07,1.39E-11,1.33E-06,
0.25165692,0.88863295,0.99624294,1.1322204,0.22444309,0.99491704,1.30E-05,9.65E-07,1.49E-11,-3.11E-06,
0.27348059,0.88863295,0.99626237,1.132014,0.22054711,0.99494296,3.56E-07,0,1.52E-11,3.17E-06,
0.29530424,0.88863295,0.99630034,1.1315932,0.21667135,0.99497759,3.45E-05,6.89E-07,1.50E-11,-4.77E-06,
0.31712788,0.88863295,0.99632555,1.1310312,0.21283525,0.99503452,0,1.38E-07,1.43E-11,1.42E-06,
0.33895153,0.88863295,0.99636757,1.1302562,0.20904545,0.99508506,1.65E-05,4.99E-08,1.34E-11,-3.59E-07,
0.36077517,0.88863295,0.9964065,1.1293304,0.20531461,0.99514347,0,2.33E-07,1.23E-11,6.07E-07,
0.38259882,0.88863295,0.99644923,1.1282288,0.20165458,0.99521214,3.32E-06,6.99E-08,1.16E-11,2.56E-06,
0.40442246,0.88863295,0.99650335,1.1269608,0.19807146,0.99526846,3.92E-06,3.89E-07,1.16E-11,-6.83E-07,
0.42624614,0.88863295,0.99654955,1.125549,0.19457914,0.99534279,0,1.46E-07,1.20E-11,1.54E-06,
0.44806978,0.88863295,0.99660617,1.1239836,0.1911822,0.99542522,4.11E-06,9.33E-08,1.25E-11,6.79E-07,
0.46989343,0.88863295,0.99667042,1.1222782,0.18788753,0.9954915,1.40E-05,5.06E-07,1.30E-11,-2.17E-06,
0.49171707,0.88863295,0.9967289,1.1204526,0.18470591,0.995579,1.33E-05,4.83E-07,1.39E-11,-2.75E-06,
0.51354074,0.88863295,0.99679303,1.1185066,0.18164061,0.99566817,2.21E-05,3.84E-07,1.47E-11,-1.12E-06,
0.53536439,0.88863295,0.99685037,1.1164693,0.17869721,0.99575853,3.82E-06,1.29E-07,1.52E-11,1.33E-06,
0.55718803,0.88863295,0.99691534,1.1143131,0.17587881,0.99584967,1.68E-06,2.66E-08,1.58E-11,1.36E-06,
0.57901168,0.88863295,0.99697697,1.1120716,0.17318994,0.99594343,2.88E-06,5.34E-08,1.62E-11,2.67E-06,
0.60083532,0.88863295,0.99704838,1.1097443,0.17063217,0.99603796,0,0,1.61E-11,1.81E-06,
0.62265897,0.88863295,0.99711674,1.10735,0.16820729,0.9961344,1.35E-06,5.09E-08,1.55E-11,1.53E-06,
0.64448261,0.88863295,0.99719048,1.1048869,0.16591787,0.9962377,4.01E-06,1.04E-07,1.43E-11,1.07E-06,
0.66630626,0.88863295,0.99726129,1.1023796,0.16376355,0.99633271,1.02E-06,8.00E-08,1.28E-11,2.14E-06,
0.6881299,0.88863295,0.99732906,1.0998158,0.16174558,0.99643469,1.22E-07,0,1.13E-11,2.08E-06,
0.70995355,0.88863295,0.9974001,1.0972224,0.15986104,0.99653143,8.24E-06,8.96E-08,9.92E-12,-4.04E-08,
0.73177719,0.88863295,0.99747783,1.0945967,0.15810956,0.99662709,1.31E-05,1.12E-07,8.77E-12,-1.23E-06,
0.75360084,0.88863295,0.99754733,1.0919598,0.15649112,0.99672592,1.55E-05,4.27E-08,7.91E-12,-6.42E-07,
0.77542448,0.88863295,0.99761599,1.0893105,0.15500155,0.99682051,7.34E-06,1.93E-08,7.29E-12,7.75E-07,
0.79724813,0.88863295,0.99768466,1.0866519,0.15363871,0.99691868,5.60E-06,0,6.83E-12,6.46E-07,
0.81907183,0.88863295,0.99775237,1.0840067,0.15239927,0.99701405,0,0,6.48E-12,4.84E-06,
0.84089547,0.88863295,0.99783421,1.0813465,0.15127632,0.99710798,8.59E-06,2.96E-07,6.17E-12,-2.72E-06,
0.86271912,0.88863295,0.99790025,1.0787057,0.15027265,0.99721605,2.45E-05,2.48E-07,6.01E-12,-3.12E-06,
0.88454276,0.88863295,0.99796534,1.0761019,0.14938308,0.99730992,1.26E-06,9.22E-08,5.99E-12,1.71E-07,
0.90636641,0.88863295,0.99803114,1.0735099,0.1485521,0.99740046,1.52E-05,1.86E-07,6.04E-12,-1.34E-06,
0.92819005,0.88863295,0.99809456,1.0709586,0.1478225,0.99748832,2.51E-07,1.83E-07,6.03E-12,4.02E-07,
0.9500137,0.88863295,0.99815798,1.0684243,0.14719701,0.99757612,3.26E-07,5.77E-08,5.91E-12,2.47E-06,
0.97183734,0.88863295,0.9982208,1.0659282,0.14666674,0.9976635,4.67E-06,3.30E-08,5.80E-12,7.34E-09,
0.99366099,0.88863295,0.99828166,1.0634557,0.14623009,0.99774939,1.96E-05,7.68E-08,5.80E-12,-8.65E-07,
1.0154847,0.88863295,0.99834102,1.061049,0.14588131,0.9978323,4.09E-07,4.03E-07,5.92E-12,1.19E-07,
1.0373083,0.88863295,0.99840003,1.0586609,0.14561887,0.99790043,1.19E-05,5.81E-08,6.09E-12,-1.02E-06,
1.059132,0.88863295,0.99845767,1.0563264,0.14543495,0.99798286,1.32E-05,2.97E-07,6.29E-12,-1.61E-06,
1.0809556,0.88863295,0.99850523,1.0540596,0.14532848,0.9980579,3.79E-06,3.35E-08,6.57E-12,1.15E-06,
1.1027793,0.88863295,0.99856091,1.0518173,0.14529291,0.99813998,9.87E-07,1.33E-08,6.95E-12,1.36E-06,
1.1246029,0.88863295,0.99861199,1.049644,0.14532346,0.99821132,3.53E-07,2.32E-07,7.37E-12,2.49E-06,
1.1464266,0.88863295,0.99866319,1.047514,0.14541623,0.99827689,0,1.48E-09,7.77E-12,2.71E-06,
1.1682502,0.88863295,0.99871743,1.0454245,0.14556631,0.99834645,1.31E-05,2.90E-07,8.15E-12,-1.75E-06,
1.1900738,0.88863295,0.99876255,1.0434026,0.14577207,0.99842077,1.80E-05,1.66E-07,8.47E-12,-1.06E-06,
1.2118975,0.88863295,0.99880433,1.0414542,0.14602822,0.9984743,1.82E-08,8.44E-08,8.77E-12,1.42E-06,
1.2337211,0.88863295,0.99885046,1.039536,0.14633228,0.99853987,4.95E-06,1.44E-07,9.14E-12,-1.79E-07,
-0.31575793,0.90917575,0.99700242,1.0842201,0.29633445,0.99599016,1.57E-05,2.14E-06,2.86E-12,-7.62E-06,
-0.29393429,0.90917575,0.99693668,1.086907,0.29516378,0.99590635,5.70E-09,6.28E-09,3.08E-12,6.22E-06,
-0.27211064,0.90917575,0.99688536,1.089558,0.29383686,0.99582374,3.88E-07,7.79E-07,3.25E-12,-6.01E-07,
-0.250287,0.90917575,0.99683744,1.0921892,0.29236257,0.9957462,1.13E-06,1.80E-06,3.32E-12,-1.82E-06,
-0.22846334,0.90917575,0.99677277,1.0947987,0.29074219,0.99567956,1.66E-06,2.29E-07,3.30E-12,1.48E-06,
-0.20663969,0.90917575,0.99673325,1.097353,0.28896824,0.99560517,1.16E-05,2.54E-07,3.29E-12,-2.54E-06,
-0.18481605,0.90917575,0.99667716,1.0998801,0.28704602,0.99552852,9.26E-06,6.68E-07,3.42E-12,1.81E-07,
-0.16299239,0.90917575,0.99663264,1.1023433,0.28497562,0.99547124,8.70E-06,2.13E-07,3.70E-12,1.27E-06,
-0.14116874,0.90917575,0.99658352,1.1047481,0.28276023,0.99540848,4.95E-07,1.33E-08,3.96E-12,4.31E-06,
-0.11934509,0.90917575,0.99654192,1.1070702,0.28039894,0.99534237,1.78E-06,1.24E-07,4.18E-12,2.08E-06,
-0.097521447,0.90917575,0.99650937,1.1093086,0.27789697,0.99529636,9.42E-06,1.28E-07,4.47E-12,-9.91E-07,
-0.075697795,0.90917575,0.99647343,1.1114595,0.27525976,0.99523503,2.26E-05,8.98E-07,5.03E-12,-1.96E-06,
-0.053874146,0.90917575,0.99643391,1.1135241,0.27249393,0.99519789,2.68E-06,5.00E-07,5.95E-12,-7.00E-07,
-0.032050498,0.90917575,0.99639994,1.1154751,0.269604,0.99514347,7.94E-09,1.57E-07,7.05E-12,1.83E-06,
-0.01022685,0.90917575,0.9963783,1.1174117,0.26665127,0.99511063,9.87E-06,3.10E-07,8.04E-12,-1.74E-06,
0.011596798,0.90917575,0.99635547,1.1192271,0.26357281,0.99507636,3.66E-06,1.57E-06,8.80E-12,-3.48E-06,
0.033420447,0.90917575,0.99632609,1.1208973,0.26038709,0.99503267,8.30E-06,1.12E-09,9.12E-12,-5.21E-07,
0.055244096,0.90917575,0.99630862,1.1224207,0.25709027,0.99500638,2.14E-05,1.87E-07,8.83E-12,-3.49E-06,
0.077067748,0.90917575,0.9962948,1.1237904,0.25370193,0.99498743,2.60E-05,2.71E-08,8.15E-12,-3.09E-06,
0.098891392,0.90917575,0.99628341,1.1250037,0.25022441,0.99497211,1.38E-05,1.19E-06,7.37E-12,-3.94E-06,
0.12071504,0.90917575,0.99627668,1.1260484,0.2466792,0.99496037,1.62E-05,8.61E-07,6.74E-12,-2.18E-06,
0.1425387,0.90917575,0.99627757,1.1269203,0.24306841,0.99495685,8.23E-06,1.35E-06,6.76E-12,-3.11E-06,
0.16436234,0.90917575,0.99627995,1.1276152,0.23940907,0.99496549,1.30E-05,8.35E-07,7.69E-12,-2.81E-06,
0.18618599,0.90917575,0.9962815,1.1281382,0.23571317,0.99497342,1.43E-05,1.09E-07,9.20E-12,-1.54E-07,
0.20800963,0.90917575,0.9962905,1.1284902,0.23198943,0.99499255,0,2.71E-07,1.09E-11,3.74E-06,
0.22983329,0.90917575,0.99631029,1.1286368,0.22825116,0.9950096,1.10E-05,7.93E-08,1.24E-11,1.15E-06,
0.25165692,0.90917575,0.99633306,1.1286161,0.22450969,0.99504501,1.64E-05,2.51E-07,1.36E-11,-1.13E-06,
0.27348059,0.90917575,0.99635124,1.128419,0.22078048,0.99507421,5.01E-06,7.03E-09,1.42E-11,7.63E-07,
0.29530424,0.90917575,0.99638975,1.1280344,0.21707182,0.9951033,3.01E-05,2.15E-08,1.42E-11,-1.49E-06,
0.31712788,0.90917575,0.99641424,1.127497,0.21339656,0.9951542,6.09E-06,1.81E-07,1.37E-11,-4.79E-07,
0.33895153,0.90917575,0.99645561,1.1267711,0.2097666,0.99520081,2.64E-05,2.63E-07,1.28E-11,-1.83E-06,
0.36077517,0.90917575,0.99648845,1.125906,0.20619126,0.99525124,1.46E-06,7.04E-08,1.17E-11,2.70E-06,
0.38259882,0.90917575,0.99653316,1.1248617,0.20267941,0.99532449,3.06E-06,3.41E-07,1.09E-11,7.85E-07,
0.40442246,0.90917575,0.99658078,1.1236639,0.1992427,0.99538195,9.77E-06,3.75E-07,1.06E-11,-7.20E-08,
0.42624614,0.90917575,0.99662709,1.1223322,0.19588904,0.99544734,1.59E-06,2.91E-08,1.08E-11,2.77E-06,
0.44806978,0.90917575,0.99667996,1.1208496,0.19262518,0.99552745,4.14E-06,9.28E-08,1.09E-11,1.04E-06,
0.46989343,0.90917575,0.99674159,1.1192364,0.18945654,0.99559355,1.43E-05,4.89E-07,1.12E-11,-2.42E-06,
0.49171707,0.90917575,0.99679744,1.1175131,0.18639341,0.99567926,2.01E-06,6.11E-07,1.18E-11,-2.57E-06,
0.51354074,0.90917575,0.99684817,1.1156757,0.18344338,0.99576443,8.68E-07,5.93E-08,1.27E-11,3.48E-06,
0.53536439,0.90917575,0.996912,1.113714,0.18060261,0.99584013,1.35E-05,3.58E-07,1.34E-11,-1.70E-06,
0.55718803,0.90917575,0.99696892,1.1116853,0.17788386,0.99592793,1.11E-06,4.16E-08,1.42E-11,4.03E-06,
0.57901168,0.90917575,0.99703473,1.1095567,0.17528312,0.99602461,0,0,1.49E-11,2.95E-06,
0.60083532,0.90917575,0.99709976,1.1073459,0.17280731,0.99611777,2.32E-07,0,1.51E-11,2.24E-06,
0.62265897,0.90917575,0.99716783,1.1050692,0.17045879,0.99620694,2.02E-06,1.20E-09,1.47E-11,4.15E-06,
0.64448261,0.90917575,0.99723607,1.1027249,0.16823541,0.99630255,0,1.24E-07,1.38E-11,-7.16E-08,
0.66630626,0.90917575,0.99730295,1.1003296,0.16614068,0.99639601,1.75E-05,2.39E-08,1.26E-11,2.73E-07,
0.6881299,0.90917575,0.99737036,1.097903,0.16417445,0.99649048,4.84E-07,1.98E-08,1.14E-11,1.27E-06,
0.70995355,0.90917575,0.99743724,1.0954317,0.16233483,0.99658477,0,2.93E-07,1.02E-11,-7.08E-07,
0.73177719,0.90917575,0.99750412,1.0929614,0.16057788,0.9966768,1.64E-07,3.76E-10,9.08E-12,3.38E-06,
0.75360084,0.90917575,0.99757159,1.0904574,0.1589366,0.99677318,1.62E-07,2.32E-08,8.18E-12,2.30E-06,
0.77542448,0.90917575,0.99763697,1.0879419,0.15741797,0.99686581,7.85E-07,1.19E-10,7.53E-12,3.75E-06,
0.79724813,0.90917575,0.99771214,1.0854102,0.15601653,0.99695665,5.30E-06,5.06E-08,7.03E-12,4.95E-07,
0.81907183,0.90917575,0.99777555,1.0828727,0.15473419,0.99704486,4.45E-06,0,6.65E-12,-6.55E-07,
0.84089547,0.90917575,0.99784201,1.0803441,0.15356739,0.9971354,5.69E-06,7.02E-09,6.36E-12,1.45E-06,
0.86271912,0.90917575,0.99790418,1.0778307,0.15251161,0.99722546,0,0,6.25E-12,3.36E-06,
0.88454276,0.90917575,0.99796849,1.0753173,0.15156581,0.99731815,0,0,6.33E-12,2.42E-06,
0.90636641,0.90917575,0.99804312,1.0728018,0.15072106,0.99740243,2.28E-05,6.67E-07,6.40E-12,-3.18E-06,
0.92819005,0.90917575,0.99810725,1.0703324,0.14998294,0.99748951,6.10E-06,1.32E-07,6.39E-12,-1.32E-06,
0.9500137,0.90917575,0.99816936,1.0678763,0.14933957,0.99757797,2.23E-05,4.86E-07,6.26E-12,-3.07E-06,
0.97183734,0.90917575,0.99822843,1.0654634,0.14879313,0.99766266,2.39E-05,5.49E-08,6.10E-12,-1.16E-06,
0.99366099,0.90917575,0.99828589,1.063081,0.14833482,0.99774259,2.48E-05,3.04E-07,6.02E-12,-1.45E-06,
1.0154847,0.90917575,0.99833536,1.0607562,0.1479646,0.99782395,4.55E-07,1.22E-08,6.03E-12,3.80E-06,
1.0373083,0.90917575,0.99839073,1.05844,0.14767316,0.99790633,2.99E-06,2.69E-08,6.07E-12,1.38E-06,
1.059132,0.90917575,0.99845052,1.0561837,0.147458,0.9979803,7.06E-07,2.38E-07,6.11E-12,3.67E-07,
1.0809556,0.90917575,0.99850821,1.0539554,0.14731753,0.99806309,6.79E-06,4.15E-07,6.23E-12,-1.41E-06,
1.1027793,0.90917575,0.99855644,1.0517955,0.14724796,0.99813098,6.76E-07,1.33E-07,6.45E-12,1.32E-06,
1.1246029,0.90917575,0.99860531,1.049674,0.14724152,0.99819839,0,1.78E-07,6.74E-12,1.25E-06,
1.1464266,0.90917575,0.99865729,1.0475965,0.14729662,0.99826568,8.47E-06,1.36E-07,7.04E-12,1.25E-06,
1.1682502,0.90917575,0.99870861,1.0455672,0.14740784,0.99834013,1.90E-05,1.68E-07,7.34E-12,-1.10E-06,
1.1900738,0.90917575,0.99875778,1.0436008,0.14757273,0.99839377,4.66E-06,1.74E-07,7.60E-12,5.72E-07,
1.2118975,0.90917575,0.9987964,1.0416896,0.14778568,0.99846607,1.65E-07,2.95E-07,7.86E-12,5.20E-07,
